nama pengguna,komentar
baesroom3177,"Sebagai seorang guru SD , konsep kurikulum merdeka ini adalah konsep yang paling cocok diterapkan karena akan berdampak positif pada pengetahuan dan ketrampilan anak-anak. Konsepnya luar biasa dari yg awalnya berpusat pada guru,,menjadi berpusat pada peserta didik."
ikaaidil4375,"Seiring berkembangnya dunia pembelajaran, seorang guru harus bisa berinovasi dengan mengedepankan keberhasilan peserta didik. Sesuai dengan kurikulum merdeka yang akan dilaksanakan dalam proses pembelajaran saat ini yang bertujuan untuk mencetak peserta didik yang mandiri, kreatif dan berinovatif dan berkualitas."
harlitamy8780,Materinya luar biasa..semoga bisa kita terapkan di sekolah kita
TUSIWANTUSIWAN,kurikulum Merdeka ini bertujuan untuk menghasilkan generasi yang lebih mandiri kreatif dan inovatif
alvianakurniawati2984,Kurikulum merdeka bagus untuk mengembangkan kemampuan berpikir dan kreativitas siswa sehingga akan terbentuk siswa yang mandiri dan inovatif.
alvianakurniawati2984,Kurikulum merdeka bagus untuk mengembangkan kemampuan berpikir dan kreativitas siswa sehingga akan terbentuk siswa yang mandiri dan inovatif.
SriRahayu-ni2sv,"Konsep pembelajaran kurmer
1. berpusat pada peserta didik
2. Pengalaman belajar yang menyenangkan
3. Mengembangkan kreativitas dan inovasi
4. Pembelajaran konstektual
5. Pembelajaran inklusif"
avatarangin-eh4vd,Kurmer dikembangkan untuk mengikuti perkembangan zaman sesuai dengan kebutuhan siswa
norhasanah7841,"Saya pendidik di SMP. Sebagai seorang guru, menurut saya konsep kurikulum merdeka ini adalah konsep yang paling cocok diterapkan di Indonesia karena akan berdampak positif pada kemajuan pengetahuan, keterampilan anak-anak kita. Konsepnya luar biasa karena pembelajarannya dari berpusat pada guru menjadi berpusat pada siswa. Dan pembelajaran diarahkan untuk sesuai dengan kebutuhan peserta didik dan tetap menyenangkan dan menarik bagi siswa. Peserta didik dapat mengembangkan potensi diri."
widiyahajja8823,"Saya mengajar di SMP. Sebagai seorang guru, menurut saya konsep kurikulum merdeka ini adalah konsep yang paling cocok diterapkan di Indonesia karena akan berdampak positif pada kemajuan pengetahuan, keterampilan anak-anak kita. Konsepnya luar biasa karena pembelajarannya dari berpusat pada guru menjadi berpusat pada siswa. Dan pembelajaran diarahkan untuk sesuai dengan kebutuhan peserta didik dan tetap menyenangkan dan menarik bagi siswa"
AndriPrayudi85,Kurikulum merdeka sangat cocok untuk di implementasikan di era sekarang dan kalau di terapkan dengan pas bisa membantu generasi sekarang dan yg akan datang untuk bersaing dengan negara lain
dhitadefianadhita,Menurut saya penerapan kurikulum merdeka sangat sesuai untuk membentuk karakter dan pola pikir peserta didik.
martamaryanto5051,Kurikulum mereka diharapkan dapat menjawab tantangan dan perubahan pada zaman sekarang ini
umisalamah2961,"Sebagai seorang guru SD, menurut saya konsep kumer adalah konsep yang paling cocok diterapkan di sekolah karena berdampak positif pada diri siswa"
dezia95,"Kurikulum merdeka merupakan kurikulum yang cocok diterapkan, karena dengan kurikulum merdeka ini mengajak bahwa pembelajaran bukan berpusat pada teacher center, melainkan student center agar memiliki bekal keterampilan dimasa depan"
martamaryanto5051,Kurikulum Merdeka merupakan kurikulum yang sangat cocok atau sesuai dengan pembelajaran yang dilakukan pada zaman sekarang ini.
rizkitazriyan5016,Kurmer memberikan keleluasan bagi guru untuk mengeksplor kemampuan setiap peserta didik
vickymelani1842,Konsep pembelajaran pada kurikulum merdeka mengacu pada pendekatan yang berpusat pada peserta didik sehingga peserta didik dijadikan sebagai subjek utama dalam proses pembelajaran
umiarofah1633,Saya sebagai seorang guru SD wajib mengetahui dan memahami 4C dalam dunia pendidikan di zaman sekarang yang dimaksud dengan 4 C adalah critical dan creative thinking collaboration serta communication dengan 4C yang terdapat dalam kurikulum Merdeka tersebut diharapkan pendidikan akan semakin maju dan berkembang dengan baik begitupun kita sebagai pendidik semakin bersemangat dalam pembelajaran ini
ninyomansupiati5308,Sebagai seorang kepala sekolah konsep kurmer ini adalah konsep yang relevan untuk diterapkan di Indonesia karena berdampak positif pada kreativitas dan pola berfikir siswa
anikmatussholikhah899,Sebagai guru SMP kurikulum merdeka ini sangat berdampak positif untuk membentuk karakter pada siswa dan juga meningkatkan kreativitas siswa
suryanengsih1539,"Penerapan kurikulum merdeka bertujuan agar peserta didik mampu mengembangkan potensi yang dimilikinya tidak hanya memiliki pengetahuan yg luas tetapi keterampilan yg mumpuni, mandiri  dalam menghadapi era globalisasi 21 serta mampu bekerja sama dan menghasilkan ide atau inovasi yang mampu dikomunikasikannya secara efektif dan efisien"
penitriwuryaningsih6140,"Kurikulum merdeka memberi kesempatan peserta didik untuk mandiri. Pendidikan berpusat pada peserta didik. Pembelajaran tdk harus di dalam kelas. Hasil pendidikan, peserta didik yang kreatif dan inovatif."
peninuryati1921,"Konsep pembelajaran Kurikulum Merdeka mengacu pendekatan berpusat pada peserta didik. Bertujuan menghasilkan generasi mandiri, kreatif dan berpikir kritis."
hendrayenti4315,Tujuan kurikulum merdeka yaitu memperbaiki sistem pendidikan di Indonesia dengan mengedepankan nilai-nilai ke Indonesiaan dan kearifan lokal
milaekaputri5599,"Sebagai seorang guru penerapan kumer Sangat mengacu kepada kemampuan diri,dan keterampilan yang efektif"
EVosdzaka,Kurikulum merdeka dapat menjawab  kebutuhan tantangan zaman saat ini
minartisutrisno8983,"Sebagai guru konsep pembelajaran kurikulum merdeka yang  berpusat pada peserta didik, pembelajaran yang interaktif,kreatif,inovatif dan pembelajaran berdeferensiasi sangat cocok dalam mengikuti perkembangan jaman"
NURLINANURLINA-vl5ez,"Kurikulum merdeka menciptakan ruang pembelajaran yang positif, meningkatkan kreativitas dan kemandirian siswa dalam belajar."
ninyomanekawati6422,"Prinsip dalam pembelajaran kurikulum merdeka yaitu :
1. Pendidikan berpusat pada peserta didik
2. Pengalaman belajar yang menyenangkan
3. Mengembangkan kreativitas dan inovasi
4. Pembelajaran kontekstual
5. Pembelajaran inklusif"
nurbaetinurbaeti3996,Saya guru smp menurut saya konsep kurikulum merdeka cocok diterapkan di Indonesia karna akan berdampak positif pada kemajuan pengetahuan dan keterampilan peserta didik
niningsriyani8066,"Menurut saya konsep kumer ini adalah konsep yang paling cocok diterapkan di Indonesia karena berdampak positif pada kemampuan pengetahuan, keterampilan anak2 kita."
yudhohaksoro7602,Sangat relevan dalam dunia pendidikan sekarang agar tercipta dampak positif bagi siswa dalam kemajuan pegetahuan dan keterampilan dan proses belajar bermakna
MellaAgustiani-ko7pb,"Saya sebagai seorang guru SD, kurikulum merdeka ini sangat bagus untuk membentuk karakter baik pada siswa. Pendidikan menekankan pada siswa dan melatih kreatif dan inovatif pada siswa."
ismiapurnami,"Saya sebagai guru SD, kurikulum merdeka bertujuan untuk memperbaiki sistem pendidikan di Indonesia dengan mengedepankan nilai-nilai ke indonesiaan dan kearifan lokal.
Salah satu konsep penting kurikulum merdeka adalah konsep pembelajaran, konsep ini mengacu pendekatan yang berpusat pada peserta didik, siswa aktif, kreatif dan senang memecahkan masalah."
iputusandiasa6303,Sebagai seorang guru SD konsep kurikulum merdeka ini adalah konsep yang relevan untuk diterapkan di Indonesia karena berdampak positif pada kreativitas dan pola berfikir siswa
listianafitriani,Sebagai seorang guru sd konsep kurmer ini adalah konsep yang relevan untuk diterapkan di Indonesia karena berdampak positif pada kreatifitas dan pola berpikir siswa
ahmadrahadi8981,"Sebagai seorang guru yang ditugaskan di SMKN 1 KAYANGAN MAPEL BIDANG PARIWISATA, menurut saya konsep kurikulum merdeka ini konsep paling cocok untuk diterapkan di Indonesia karena berdampak positif pada kemajuan pengetahuan, keterampilan anak anak kita. Konsepnya luar biasa. Dan pembelajaran diarahkan untuk sesuai dengan kebutuhan peserta didik dan tetap menyenangkan dan menarik bagi siswa"
srimulyani1712,"Based on my opinion, Konsep pembelajaran yang diterapkan sangat menarik karena selain dilaksanakan didalam kelas juga dilaksanakan diluar kelas sehingga pembelajaran akan lebih menyenangkan"
chellabetta9967,"konsep kurikulum merdeka ini adalah konsep yang paling cocok diterapkan di Indonesia karena akan berdampak positif pada kemajuan pengetahuan, keterampilan anak-anak kita. Konsepnya luar biasa karena pembelajarannya dari berpusat pada guru menjadi berpusat pada siswa. Dan pembelajaran diarahkan"
maratussolikhah991,"Menurut saya sebagai seorang guru, kurikulum merdeka merupakan sarana pembelajaran yang sangat penting untuk menunjang pembelajaran peserta didik di Indonesia. Pembelajaran dalan kurikulum merdeka ini lebih mengutamakan kebutuhan siswa dalam kearifan lokal. Hal ini terjadi karena akan menjadikan siswa lebih kritis dengan tetap mengutamakan karakter kesopanan yang menjadi ciri khas bangsa Indonesia."
raheleste5878,"Kurikulum merdeka berfokus pada materi yang esensial dan fleksibel sesuai dengan minat, bakat, dan kebutuhan dari masing-masing karakteristik siswa. Sehingga peserta didik menjadi pusat dalam KBM dan guru berperan menjadi fasilitator."
faridaerna5739,Sebagai seorang guru SD konsep kurmer ini adalah konsep yang relevan untuk diterapkan di Indonesia karena berdampak positif pada kreativitas dan pola berfikir siswa
LulukIndasah-fr3gr,"Sebagai seorang guru di SD menurut saya, konsep kurikulum merdeka ini adalah konsep yang paling cocok diterapkan di Indonesia karena akan berdampak positif pada kemajuan pengetahuan, keterampilan anak-anak kita. Konsepnya luar biasa karena pembelajarannya dari berpusat pada guru menjadi berpusat pada siswa. Dan pembelajaran diarahkan untuk sesuai dengan kebutuhan peserta didik dan tetap menyenangkan dan menarik bagi siswa"
kusumadewi8819,Kurikulum merdeka merupakan konsep pembelajar An yg bagus
wastitihayati6582,Kurikulum merdeka berpusat pada peserta didik yg bertujuan menghasilkan manusia mandiri dan berdaya saing di masyarakat lokal maupun internasional
anitawidyah7755,"Konsep pembelajaran dalam kurikulum merdeka adalah berpusat pada peserta didik, pengalaman pembelajaran yang menyenangkan, mengembangkan kreativitas dan inovasi, pembelajaran kontekstual, dan pembelajaran inklusif."
FaniRositaDwiLestari,Konsep Pembelajaran dalam kurikulum merdeka memfokuskan untuk memperbaiki pendidikan di Indonesia di mana peserta didik menjadi objek utama dalam pembelajaran dan bertujuan untuk membentuk peserta didik yang aktif dan kreatif
eddyputra4261,"Konsep kurikulum merdeka ini adalah konsep yang paling cocok diterapkan di Indonesia karena akan berdampak positif pada kemajuan pengetahuan, keterampilan anak-anak kita. Konsepnya luar biasa karena pembelajarannya dari berpusat pada guru menjadi berpusat pada siswa. Dan pembelajaran diarahkan untuk sesuai dengan kebutuhan peserta didik dan tetap menyenangkan dan menarik bagi siswa"
rizkamaulida837,"Konsep pembelajaran dalam kurikulum merdeka 
1. Pendidikan berpusat pada peserta didik 
2. Pengalaman belajar yang menyenangkan 
3. Mengembangkan kreatifitas dan inovasi
4. Pembelajaran kontekstual 
5. Pembelajaran insklusif"
teguhguru03-un2fl,"Saya sebagai seorang guru SD, konsep pembelajaran dalam kurikulum merdeka sangat membantu membentuk karakter yang baik pada siswa, memberikan pendidikan yang berpusat pada siswa, dan melatih siswa untuk menjadi kreatif dan inovatif. Peserta didik jadi lebih mandiri dan menyenangkan."
kadeksudana_andik3757,"Kurikulum merdeka merupakan kurikulum yang sangat relevan karena memiliki konsep mengembangkan pendidikan yang berpusat pada murid, menumbuhka pengalaman belajar yang menyenangkan"
sitinurifahs.pd.i563,"Sebagai seorang pendidki, saya setuju dengan adanya Kurikulum Merdeka, belajar mengedepankan kebutuhan siswa dan kearifan lokal, dimana pembelajaran berpusat pada siswa. Jadi siswa aktif, kreatif dan menyenangkan dalam menyelesaikan masalah. Semoga ke depannya Kumer menghasilkan generasi berkualitas dalam pembelajaran, menyenangkan, kreatif, inovatif, dan kolaboratif"
nurulnurul9940,"Saya selaku guru di SD pertama saya ucapakan terima kasih kepada narasumber dan panitia atas materi hari ini, menurut saya kurikulum merdeka sangat bagus di terpakan pada masa sekarang, di mana pembelajaran berpusat pada peserra didik, sehingga minat dan bakat peserta didik sangat terlihat serta terasah karena mereka belajar dengan suasana menyenangkan dan menarik bagi setiap individu peserta didik"
user-fm6yy3ct6p,"Sebagai seorang guru,  kurikulum merdeka, memberikan peran penting dalam pembelajaran saya.pembelajaran mengutamakan kebutuhan siswa dan kearifan lokal dimana pembelajaran berpusat pada siswa. Siswa aktif, kreatif dan senang memecahkan masalah. Semoga kedepannya Kumer dapat melahirkan generasi pembelajaran yang berkualitas, menyenangkan, kreatif, inovatif dan kolaboratif."
mulyatih.suryadi1261,Saya sebagai guri MI sangat berterima kasih telah diberi kesempatan untuk menyimak model2 pembelajaran yang sangat relevan di zaman sekarang. Peserta didik akan leluasa mengemukakan pendapat dan menciptakan suatu produk hasil analisanya.
sulistiaaulia5280,"Kurikulum Merdeka merupakan kurikulum dengan pembelajaran intrakurikuler yang beragam di mana konten akan lebih optimal agar peserta didik memiliki cukup waktu untuk mendalami kami konsep dan menguatkan kompetensi. Dalam proses pembelajaran guru memiliki keleluasaan untuk memilih berbagai perangkat pembelajaran sehingga pembelajaran dapat disesuaikan dengan kebutuhan belajar dan minat peserta didik. Di dalam kurikulum ini terdapat proyek untuk menguatkan pencapaian profil pelajar Pancasila. Kemudian, dikembangkan berdasarkan tema tertentu yang ditetapkan oleh pemerintah. Proyek ini tidak bertujuan untuk mencapai target capaian pembelajaran tertentu, sehingga tidak terikat pada konten mata pelajaran"
krestinakatipana,Kurikulum merdeka.bagi saya merupakan kurikulum yang lebih memfokuskan pembelajaran kepada siswa sebagai subjek.serta di barengi dengan berbagai media serta model.pembelajaran yang membuat siswa menjadi terlatih secara mandiri dalam mengembangkan dironya
adiiparamartha2870,"Saya sebagai guru SD, konsep kurikulum merdeka ini sangat cocok diterapkan disemua jenjang pendidikan, karena memiliki dampak positif bagi perkembangan anak didik."
ernabrdt6642,Menurut saya konsep kurikulum merdeka cocok diterapkan karena berdampak positif terhadap peningkatan pendidikan
reniwulandari7368,Kurikulum Merdeka adalah kurikulum dengan pembelajaran intrakurikuler yang beragam di mana konten akan lebih optimal agar peserta didik memiliki cukup waktu untuk mendalami konsep dan menguatkan kompetensi.
dianferdayani218,Bagus
tik_un3290,Konsep pembelajaran kurikulum merdeka meliputi pemusatan pada peserta didik sesuai dengan minat dan bakat sehingga sesuai dengan karakteristik peserta didik.
anggitahayuwardini9761,"Kurikulum merdeka konsep pembelajarannya mengacu pada student centered learning, peserta didik sebagai objek pembelajaran. Peserta didik diberikan kesempatan untuk mengembangkan potensi dirinya dengan seluas-luasnya, guru sebagai fasilitator. Pembelajaran menyenangkan, tidak membebani siswa dan juga kontekstual sesuai dengan kehidupan sehari-hari."
SukarsoSPd-zv9ux,Sebagai guru SMP konsep kurmer ini adalah konsep yang relevan untuk diterapkan di Indonesia karena berdampak positif pada kreativitas dan pola berfikir siswa. Menerima perubahan dan memanfaatkan shg guru sbg fasilitatir sedangkan siswa sebagai subyeknya.
MisuanMisuan-bx4tf,"Kurikulum merdeka adalah kurikilum yang sangat relevan untuk diterapkan dengan kondisi saat ini, kurikulum merdeka dengan salah satu platformnya merdeka belajar menjadikan siswa sebagai pusat belajar..konten akan lebih optimal dimana siswa punya waktu yang cukup untuk mendalami konsep dan penguatan kompetensi.."
